project_id,title,description,domain,priority,required_team_size_min,required_team_size_max,required_team_size_target,required_roles,required_skills,tech_requirements,duration_weeks,target_start_date,status,current_staffing_count,current_staffed_ids
P1151,On-Device Retrieval Stack,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,1,3,5,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 3}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.85}, {""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.67}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.1}]","[""Machine Learning"", ""Distributed Systems""]",34,2026-07-06,completed,3,[]
P1152,Distributed Index Pipeline,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,3,3,6,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 3}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.02}, {""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.75}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 1.19}]","[""Cloud (GCP/AWS)"", ""JavaScript/TypeScript"", ""C++"", ""Frontend""]",52,2026-08-28,completed,3,[]
P1153,Real-Time Tile Renderer,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,1,3,8,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 4}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.69}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.72}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.71}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.86}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.75}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.98}]","[""Security"", ""Android""]",27,2026-08-21,completed,2,[]
P1154,On-Device App Framework,A high-impact Android effort focused on shipping production-grade infrastructure.,Android,1,10,14,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 10}]","[{""skill"": ""Android"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 0.88}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.67}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.68}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.02}, {""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.99}]","[""Python""]",36,2026-07-08,completed,4,[]
P1155,On-Device Targeting Pipeline v2,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,1,4,9,6,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 1.19}, {""skill"": ""BigQuery"", ""min_proficiency"": 3, ""weight"": 1.05}, {""skill"": ""Data Engineering"", ""min_proficiency"": 4, ""weight"": 1.16}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.67}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 1.03}, {""skill"": ""Product Sense"", ""min_proficiency"": 4, ""weight"": 0.81}]","[""BigQuery"", ""Java"", ""Cloud (GCP/AWS)"", ""Security""]",23,2026-07-22,completed,4,[]
P1156,Next-Gen Networking Fabric,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,1,3,7,5,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 5}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""Kubernetes"", ""min_proficiency"": 3, ""weight"": 0.68}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.95}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 0.75}]","[""BigQuery"", ""SRE/Observability"", ""Data Engineering""]",34,2026-07-04,completed,2,[]
P1157,Zero-Trust Feature Store 2.0,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,4,3,6,5,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 5}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.9}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 3, ""weight"": 0.84}, {""skill"": ""Python"", ""min_proficiency"": 3, ""weight"": 1.0}]","[""Databases"", ""Machine Learning"", ""Data Engineering"", ""TensorFlow/PyTorch""]",26,2026-08-31,completed,3,[]
P1158,Next-Gen Training Orchestrator,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,4,3,8,4,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 4}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 1.19}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 4, ""weight"": 1.11}, {""skill"": ""Python"", ""min_proficiency"": 3, ""weight"": 1.09}]","[""JavaScript/TypeScript"", ""Backend APIs"", ""Performance Optimization"", ""Android""]",17,2026-10-05,completed,4,[]
P1159,Next-Gen Ingest Pipeline,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,3,8,13,10,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 10}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.01}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.61}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.0}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.78}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 1.07}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 0.65}]","[""Machine Learning"", ""JavaScript/TypeScript"", ""SRE/Observability""]",15,2026-08-18,completed,5,[]
P1160,Self-Serve Snippet Service,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,2,5,9,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 7}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.95}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.64}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.91}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.09}]","[""Security"", ""Data Engineering""]",29,2026-09-25,completed,4,[]
P1161,Unified Attribution Engine,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,3,10,15,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 10}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.65}, {""skill"": ""BigQuery"", ""min_proficiency"": 4, ""weight"": 0.84}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 0.91}]","[""Security"", ""Go"", ""Android"", ""BigQuery""]",37,2026-09-25,completed,6,[]
P1162,Self-Serve Service Mesh,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,1,7,12,8,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 8}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.12}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 0.9}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 0.96}]","[""BigQuery""]",16,2026-09-21,completed,5,[]
P1163,Distributed Sharing Layer v2,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,2,9,13,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 9}]","[{""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 1.12}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.99}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.85}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.86}, {""skill"": ""Product Sense"", ""min_proficiency"": 4, ""weight"": 0.61}, {""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 1.13}]","[""Performance Optimization"", ""Distributed Systems""]",19,2026-08-21,completed,8,[]
P1164,Cross-Platform Wallet Service 2.0,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,4,10,15,14,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 14}]","[{""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.71}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.88}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.09}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.68}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.97}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.88}]","[""Cloud (GCP/AWS)"", ""BigQuery"", ""Python"", ""Machine Learning""]",43,2026-08-14,completed,13,[]
P1165,Self-Serve Geocoder v2,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,1,7,10,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 5}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.95}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.12}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 1.08}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.65}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.1}]","[""Java""]",49,2026-08-13,active,2,"[""E10389"", ""E10331""]"
P1166,Real-Time Retrieval Stack,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,5,4,8,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 4}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.06}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.61}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 1.04}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.8}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.64}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 1.1}]","[""Performance Optimization"", ""Python""]",33,2026-09-20,active,6,"[""E10473"", ""E10632"", ""E10704"", ""E10013"", ""E10100"", ""E10043""]"
P1167,On-Device Inference Gateway,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,2,4,7,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 4}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.98}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 3, ""weight"": 1.16}, {""skill"": ""Python"", ""min_proficiency"": 4, ""weight"": 1.07}]","[""Performance Optimization"", ""Frontend"", ""Android""]",23,2026-08-27,active,4,"[""E10666"", ""E10241"", ""E10600"", ""E10188""]"
P1168,Unified Index Pipeline v2,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,3,9,14,9,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 8}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.93}, {""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 1.07}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.99}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 1.16}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.75}]","[""Databases"", ""Product Sense"", ""Backend APIs"", ""Android""]",40,2026-07-23,active,6,"[""E10314"", ""E10634"", ""E10431"", ""E10665"", ""E10342"", ""E10798""]"
P1169,Cross-Platform Geocoder 2.0,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,2,6,11,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 10}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 1.19}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.91}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.69}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.88}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.6}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.75}]","[""Kubernetes"", ""BigQuery""]",23,2026-10-17,active,8,"[""E10198"", ""E10672"", ""E10556"", ""E10617"", ""E10561"", ""E10145"", ""E10409"", ""E10326""]"
P1170,Zero-Trust Sharing Layer,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,3,10,13,12,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 12}]","[{""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.84}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 1.04}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.63}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.77}, {""skill"": ""Product Sense"", ""min_proficiency"": 3, ""weight"": 0.94}]","[""JavaScript/TypeScript"", ""Performance Optimization"", ""TensorFlow/PyTorch"", ""Kubernetes""]",48,2026-10-06,active,7,"[""E10651"", ""E10463"", ""E10041"", ""E10491"", ""E10483"", ""E10379"", ""E10786""]"
P1171,Zero-Trust DevTools Backend,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,1,5,10,5,"[{""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 4}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.61}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 1.18}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.79}, {""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.74}, {""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.68}]","[""Data Engineering"", ""SRE/Observability""]",47,2026-10-15,active,4,"[""E10359"", ""E10170"", ""E10053"", ""E10782""]"
P1172,Petabyte-Scale App Framework 2.0,A high-impact Android effort focused on shipping production-grade infrastructure.,Android,1,3,6,4,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 4}]","[{""skill"": ""Android"", ""min_proficiency"": 4, ""weight"": 1.09}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.93}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 1.14}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.67}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.91}]","[""Databases"", ""Android""]",30,2026-08-04,active,3,"[""E10735"", ""E10731"", ""E10309""]"
P1173,Multi-Region Targeting Pipeline,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,3,8,11,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 6}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 1.02}, {""skill"": ""BigQuery"", ""min_proficiency"": 4, ""weight"": 0.68}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 0.93}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.85}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.75}]","[""Go"", ""TensorFlow/PyTorch""]",38,2026-08-14,active,5,"[""E10002"", ""E10371"", ""E10429"", ""E10547"", ""E10671""]"
P1174,Cross-Platform Live Transcoder,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,4,6,9,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 6}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.95}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.85}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.65}]","[""Product Sense"", ""TensorFlow/PyTorch""]",12,2026-08-22,active,7,"[""E10328"", ""E10109"", ""E10781"", ""E10373"", ""E10681"", ""E10407"", ""E10627""]"
P1175,Generative Scheduler Rewrite,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,1,6,10,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 5}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""Kubernetes"", ""min_proficiency"": 3, ""weight"": 0.77}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 1.1}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 0.79}]","[""JavaScript/TypeScript"", ""Java"", ""Product Sense""]",31,2026-09-13,active,3,"[""E10037"", ""E10098"", ""E10536""]"
P1176,Multi-Region Settlement Engine,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,3,7,10,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.88}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.67}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.78}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 1.05}]","[""BigQuery"", ""Data Engineering""]",35,2026-10-19,active,6,"[""E10059"", ""E10729"", ""E10790"", ""E10546"", ""E10055"", ""E10614""]"
P1177,Streaming Model Serving Stack v2,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,2,3,6,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 3}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 4, ""weight"": 0.96}, {""skill"": ""Python"", ""min_proficiency"": 4, ""weight"": 1.14}]","[""Distributed Systems"", ""Security""]",15,2026-10-13,active,3,"[""E10593"", ""E10664"", ""E10052""]"
P1178,Petabyte-Scale Recommendation Engine,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,5,3,8,3,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 3}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.07}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.73}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.86}]","[""JavaScript/TypeScript"", ""Performance Optimization"", ""Security""]",51,2026-08-24,active,3,"[""E10679"", ""E10146"", ""E10395""]"
P1179,Real-Time Query Understanding 2.0,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,4,6,10,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 8}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.6}, {""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 1.05}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.94}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.13}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.98}]","[""Security"", ""Cloud (GCP/AWS)"", ""Frontend""]",33,2026-07-04,active,5,"[""E10271"", ""E10797"", ""E10446"", ""E10050"", ""E10090""]"
P1180,Streaming Rendering Engine,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,1,6,9,7,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 7}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 1.07}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.63}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 1.1}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.87}, {""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.63}]","[""Kubernetes"", ""Cloud (GCP/AWS)""]",11,2026-07-10,active,6,"[""E10301"", ""E10756"", ""E10165"", ""E10570"", ""E10091"", ""E10758""]"
P1181,Petabyte-Scale Autoscaler Rewrite,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,2,4,7,4,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 4}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 3, ""weight"": 1.13}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 0.91}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.73}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 0.74}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 0.99}]","[""Product Sense"", ""Python"", ""Frontend"", ""Security""]",45,2026-09-26,active,3,"[""E10303"", ""E10016"", ""E10393""]"
P1182,Privacy-First Sync Service,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,4,8,12,9,"[{""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 8}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.67}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.76}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.12}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.08}, {""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.66}]","[""Go"", ""C++"", ""Product Sense""]",47,2026-07-31,active,6,"[""E10136"", ""E10358"", ""E10484"", ""E10529"", ""E10296"", ""E10619""]"
P1183,Adaptive Inference Gateway v2,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,3,7,11,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 10}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.65}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 4, ""weight"": 0.87}, {""skill"": ""Python"", ""min_proficiency"": 3, ""weight"": 1.01}, {""skill"": ""Data Engineering"", ""min_proficiency"": 4, ""weight"": 1.05}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.74}, {""skill"": ""BigQuery"", ""min_proficiency"": 4, ""weight"": 0.84}]","[""Databases"", ""Data Engineering"", ""Python"", ""Android""]",31,2026-08-30,active,5,"[""E10615"", ""E10116"", ""E10543"", ""E10364"", ""E10530""]"
P1184,Next-Gen Build System Rewrite,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,1,5,10,9,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 8}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.78}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 1.13}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 0.9}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 1.04}]","[""Go""]",37,2026-08-20,active,3,"[""E10312"", ""E10327"", ""E10150""]"
P1185,Low-Latency Rendering Engine,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,3,4,9,9,"[{""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 8}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.89}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.83}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.92}, {""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.96}, {""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 1.16}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.83}]","[""Databases"", ""Data Engineering"", ""SRE/Observability""]",51,2026-09-13,active,5,"[""E10582"", ""E10504"", ""E10736"", ""E10442"", ""E10540""]"
P1186,Adaptive Checkout Flow,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,2,3,7,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 6}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.96}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.64}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.63}]","[""Databases""]",36,2026-07-19,active,3,"[""E10015"", ""E10602"", ""E10334""]"
